,sentence,classification,tokens
66,또 편하게 누우면 꾸르륵거림과 뭔가모를 답답함도 있구요.,d11,또 편하다 누우 면 꾸르륵 거림 과 뭔 가모 를 답답하다 있다
585,그이후로 막 배에 가스가계속차고 배에서 꾸르륵하는 소리가 나구요.,d11,그 이후 로 막 배 에 가스 가 계속 차고 배 에서 꾸르륵 하다 소리 가 나다
630,배도 빵빵해지고 적응기간 이런게있어서 원래 이런건가요?,d11,배다 빵빵 하다 적응 기간 이렇다 있다 원래 이런 건가 요
14,설사 동반하구요.,d11,설사 동반 하다
130,복수 찬것 같이 빵빵합니다.,d11,복수 차다 같이 빵빵 하다
171,속이쓰렸다가 갠찮아졌다를 반복하구요.,d11,속이다 쓰리다 갠 찮아다 반복 하다
168,배가 너무 빵빵해져서 숨쉬는것도 힘들어요.,d11,배 가 너무 빵빵 하다 숨쉬다 힘들다
87,심한 경우에는 쓰러진적도 몇번 있고 대부분은 그때갑자기 체한 느낌이 들면서토하기도 합니다.,d11,심하다 경우 에는 쓰러지다 적도 몇번 있다 대부분 은 그때 갑자기 체 한 느낌 이 들다 토 하 기도 하다
267,배가 고파서 나는 소리가 아니라 속에서 물이 움직이는것처럼요.,d11,배 가 고프다 나 는 소리 가 아니다 속 에서 물이 움직이다 처럼 요
43,배고프거나 배가 아프지도 않은데 배에서 구르륵하는 소리가 많이 나기도 하고 밥을 먹어도 꼭 토할 것처럼 속이 울렁거린 적도 있어요.,d11,배고프다 배 가 아프다 않다 배 에서 구르다 륵 하 는 소리 가 많이 나기 도 하다 밥 을 먹다 꼭 토 하다 것 처럼 속이다 울렁거리다 적도 있다
588,배가 꾸르륵거리고 약 3분-5분마다 물설사가 나옵니다.,d11,배 가 꾸르륵 거리 고 약 3분 5분 마다 물 설사 가 나오다
363,그리고 오늘밤 컨디션이 급 나빠져서 바로 취침하는데열이 엄청나게 나더군요 그러다가 갑자기 구토할것 같아 일어나서 다시구토를 하구요.,d11,그리고 오늘밤 컨디션 이 급 나빠지다 바로 취침 하다 열 이 엄청나다 나다 그러다가 갑자기 구토 하다 같다 일어나서 다시 구토 를 하다
662,그때마다 장이 꼬였나 보다 생각하고 넘겼거든요 어떨땐 길가다가 배를 바늘로 찌르는것 같아 나도 모르게 앗 소리를 내고 움직이지 못할때도 있었어요.,d11,그때 마다 장이 꼬이다 보다 생각 하고 넘기다   어떨 땐 길가 다가 배 를 바늘 로   찌르다 같다 나다 모르다   앗 소리 를 내다 움직 이지 못 하다 때 도 있다
351,설사 구토는 꼭 장염증상같이 하구요.,d11,설사 구토 는 꼭 장염 증상 같이 하다
475,적고나니 좀 쑥스럽기도 하네요.,d11,적다 좀 쑥스럽다 기도 하다
523,요즘 속이 매스껍고 머리가 아프기도하고 몸에 힘이 없어 고민입니다.,d11,요즘 속이다 매스껍 고 머리 가 아프다 기도 하고 몸 에 힘 이 없다 고민 이다
246,예전에 이러면서 배가 아프기도 같이 해서 병원에 한번 갔더니위랑 장이 다 안 좋네요.,d11,예전 에 이르다 배 가 아프다 기도 같이 하다 병원 에 한번 가다 위 랑 장이 다 안 좋다
418,아직 속이 더부룩하고 꾸루룩소리 나고 복통이 있습니다.,d11,아직 속이다 더부룩하다 꾸다 루 룩 소리 나다 복통 이 있다
327,나아지진 않고 계속 유지되는데 대학병원을 혼자가긴 무섭고 그래서 정확히 멀 해야 나아지는지 알고싶기도 하고 이게 신경성이라 그런것같기도하고너무 괴롭습니다.,d11,나아지다 않다 계속 유지 되다 대학병원 을 혼자 가다 무섭다 그래서 정확하다 멀다 하다 나아지다 알다 기도 하다 이 게 신경 성 이라 그렇다 같다 기도 하고 너무 괴롭다
582,두시간에 한번정도 하는데 배아파서 가는건 아니고 그냥 방구처럼 나올것같아서 가면 엄청 하구요.,d11,두 시간 에 한번 정도 하다 배아 파서 가다 아니다 그냥 방구 처럼 나오다 같다 가면 엄청 하다
271,그리고 운동량도 없긴하지만 제가 일을하면서조금씩 쉬기도하고 걷기도 하는대 왜 그러죠 요즘 여름이라 땀도 많이배출해내기도하고 물을 자주 마시지는 않지만 밥을 먹고 난뒤에는 물을 조금씩먹긴 하는대 거의 잘 마시는 편은 아니구요.,d11,그리고 운동량 도 없다 제 가 이다 조금씩 쉬 기도 하고 걷기 도 하다 왜 그렇다 요즘 여름 이라 땀 도 많이 배출 해내다 기도 하고 물 을 자주 말다 않다 밥 을 먹다 난뒤 에는 물 을 조금씩 먹다 하다 거의 자다 마시다 편 은 아니다
95,평소 변이 약간 가는듯하지만 식습관이 규칙적이라 1~2일에 한번씩은 배변을 하구요.,d11,평소 변 이 약간 가다 하지만 식 습관 이 규칙 적 이라 1~2일 에 한번 씩 은 배변 을 하다
210,약을 다 먹고난 후로 갈비뼈가 벌어지기시작하는곳 이 빵빵한 느낌이고소화도 잘 안되고 트림도 잦고 방귀에도 냄새가 납니다.,d11,약 을 다 먹다 후 로 갈비뼈 가 벌어지다 시작 하 는 곳 이 빵빵 한 느낌 이고 소화도 자다 안되다 트림 도 잦다 방귀 에도 냄새 가 나다
715,내과에서는 아마도 안에 조금한 상처 목안에 그래서 나온다고 하기도하고 제가 잇몸이 좀 안좋기도한데 잇몸때문이라고도 하더라고요.,d11,내과 에서는 아마도 안 에 조금 한 상처 목안 에 그래서 나오다 하 기도 하고   제 가 잇몸 이 좀 안좋다 기도 한 데 잇몸 때문 이라고도 하다
632,언제 보면 황달인거 모를때도 있을만큼 노리끼리하구요.,d11,언제 보다 황달 인거 모르다 때 도 있다 노리 끼리 하다
82,그렇게 막 아프지도 않고 살짝 배가 빵빵한 느낌 제가 평소 생리통은 없구요.,d11,그렇게 막 아프다 않다 살짝 배 가 빵빵 한 느낌 제 가 평소 생리통 은 없다
680,음주를췌장염 퇴원후 굉장히 폭주안한걸로 말씀드린 문제로 오진일수도있읍니까 지금와서 말씀 드리기도 곤란하고 답변,d11,음주 를 췌장염 퇴원 후 굉장하다 폭주 안 한 걸 로 말씀드리다 문제 로 오 진일 수도 있다 읍 니까 지금 와 서다 말씀 드리다 기도 곤란하다 답변
618,어쩔때는 닦을때 아주약간의 피가묻던데 너무 자주 화장실을 가서 헐어서 그런거같기도하고 이 상황이 2주째 진행될쯤에 내과도 갔는데 그당시엔 아픔이 잘 없고 뭐만 먹어도 시간지나서 설사하고한다고 했더니 변비유발 어지럼주의 적힌 약을 받고 먹었지만 한달째 여전히 이렇네요.,d11,어쩔 때 는 닦다 때 아주 약간 의 피 가 묻다 너무 자주 화장실 을 가다 헐다 그렇다 같다 기도 하고 이 상황 이 2 주 째 진행 되다 쯤 에 내과 도 가다 그 당시 엔 아픔 이 자다 없다 뭐 만 먹다 시간 지나다 설사 하고 하다 하다 변비 유발 어 지 럼주 의 적히다 약 을 받다 먹다 한 달 째 여전하다 이렇다
437,뭐만 먹으면 위가 빵빵해지고요.,d11,뭐 만 먹다 위 가 빵빵 하다
567,배에서 꾸르륵소리도 들려요 병원가야하나요?,d11,배 에서 꾸르륵 소리 도 들다 병원 가 야하다
151,가약먹엇는데도낫지를않아서지금거이한달짼대 내가생각해도 식중독은아닌거같기도하고 잘모르겟어요.,d11,가약 먹다 엇 늘다 낫다 않다 지금 거 이 한 달 째다 내 가 생각 해도 식중독 은 아니다 같다 기도 하고 잘 모르다
749,평소에 소화기관이 안좋은건지 설사를 자주하구요.,d11,평소 에 소화기관 이 안좋다 건지다 설사 를 자주 하다
441,지금도 꾸르륵 거리는데 화장실가면 않나와요 어떻게 하면좋을까요?,d11,지금 도 꾸르륵 거리 는 데 화장실 가면 않다 나오다 어떻다 하다 좋다
852,복부팽만은 어제 조금 있었는데 현재 가라앉았네요.,d11,복부팽 만은 어제 조금 있다   현재 가라앉다
587,밤에 잘 때도 배가 아파 3번은 깨서 설사를 하구요.,d11,밤 에 자다 때 도 배 가 아프다 3 번은 깨다 설사 를 하다
799,요즘 막 목이아프고 추워서그런가 열잇는것같기도하고 아닌것같기도하고 눈이 붓고요.,d11,요즘 막 목 이 아프다 춥다 그 런가 열 잇다 같다 기도 하고 아니다 같다 기도 하고 눈 이 붓다
601,그리고 나선 좀 괜찮았는데 점심을 먹고 한 4시간 5시간 지나니 또 배가 아픈데 속이 미슥거리고 토할거 같고 배에서 한번씩 소리도 나요?,d11,그리고 나선 좀 괜찮다 점심 을 먹다 하다 4시간 5시간 지나다 또 배 가 아프다 속이다 밉다 슥 거리 고 토 하다 같다 배 에서 한번 씩 소리 도 나요
690,참고로 손톱을 뜯고 빨기도 합니다.,d11,참고 로 손톱 을 뜯다 빨 기도 하다
386,토하고나니까 위 산 때문인지 위염걸렸을때 처럼 속이 좀 더부룩 하고 안좋기도하고 목 안식도도 좀 따끔거리는 것 같고 치아도 좀 시큰 거리는것 같은데 어쩌면 좋나요?,d11,토 하다 위 산 때문 인지   위염 걸리다 때 처럼 속이다 좀 더부 룩 하다 안좋다 기도 하고 목 안식 도도 좀 따끔 거리 는 것 같다 치아 도 좀 시 크다 거리 는 것 같다 어쩌면 좋다
393,배에서 꾸르르르를릉 거리기도 하고 배가 울정도로 아픕니다.,d11,배 에서 꾸르르르를릉 거리 기도 하다 배 가 울 정도 로 아프다
170,고등학교 2학년때 심한 스트레스로 보름정도 제대로 먹지도 자지도 못했던 적이 있었는데그 이후로 이런 증세가 생긴거 같기도하고병원에 가도 위가 부웠다고만 하고 한번은 엄마가 한의원 가보자고 해서 갔는데그 때 의사선생님께서는 췌장 쪽에 무리가 갔다고 하셔서 침 맞고 했거든요 어느정도면 버티겠는데 명치부분이 너무 아프고 그때마다 얼굴도 하얗게 질리고 식은땀도 나고그런모습보면 주위사람들이 더 놀래서 걱정하고뭐가 문제인지도 모르겠고 제가 좀 나아지려면 어떻게 해야될지 모르겠네요.,d11,고등학교 2 학년 때 심하다 스트레스 로 보름 정도 제대로 먹다 자지 도 못 하다 적 이 있다 그 이후 로 이렇다 증세 가 생기다 같다 기도 하고 병원 에 가도 위 가 부웠다고 만 하다 한번 은 엄마 가 한의원 가보다 하다 가다 그 때 의사 선생님 께서는 췌장 쪽 에 무리 가 가다 하다 침 맞다 하다   어느 정도 면 버티다 명치 부분 이 너무 아프다 그때 마다 얼굴 도 하얗다 질리 고 식은땀 도 나다 그런 모 습보 면 주위 사람 들 이 더 놀래다 걱정 하다 뭐 가 문제 인지도 모르다 제 가 좀 나아지다 어떻다 하다 되다 모르다
17,그냥 배가 아프다고 말하는게 아니구 갑자기 자지러지게 비명같이 소리를 지르며 배가 아프다고 하네요.,d11,그냥 배 가 아프다 말 하다 아니다 갑자기 자지러지다 비명 같이 소리 를 지르다 배 가 아프다 하다
397,그래서 지금 코랑 목안이랑 따끔거리기도 한데 병원에 가야하나요?,d11,그래서 지금 코 랑 목 안이 랑 따끔 거리 기도 한데 병원 에 가다
661,부인과 검사를 하고 거기에서 이상이 없는데 배가 아프면 그때 촬영을 하자고 하구요.,d11,부인과 검사 를 하다 거기 에서 이상 이 없다 배 가 아프다 그때 촬영 을 하자 고 하다
514,저번만 하더라도 하루에 거의10번 이상하던 설사 횟수가 줄긴했지만 여전히 배에 꾸르륵 소리도 나고 물설사도 계속합니다.,d11,저번 만 하다 하루 에 거의 10 번 이상하다 설사 횟수 가 주다 하다 여전하다 배 에 꾸르륵 소리 도 나다 물 설사 도 계속 하다
403,변비약을 먹어도 배만 빵빵하여 나오지가 않네요.,d11,변비 약 을 먹다 배 만 빵빵 하다 나오다 않다
383,변이 카라멜같이나오기도 합니다.,d11,변 이 카라멜 같이나 오 기도 하다
109,그래서 소리들리는거보니 수면장애쪽이 맞는것같은데제가 위에 쓴 경험들 다 괜찮은데 자주 경험하는것중에제일 고통스러운게 제가 처음에 강도가 심해진다고했는데 바로 복통이 같이 온다는거에요.,d11,그래서 소리 들리다 보다 수면장애 쪽 이 맞다 같다 제 가 위 에 쓸다 경험 들 다 괜찮다 자주 경험 하다 중 에 제일 고통스럽다 제 가 처음 에 강도 가 심해지다 하다 바로 복통 이 같이 오다
88,배가 평소보다 좀 빵빵한 느낌이고 눌러보면 멍든거 내지는 근육통 !,d11,배 가 평소 보다 좀 빵빵 한 느낌 이고 누르다 보다 멍 든 거 내지 는 근육통
484,대변을 못해서 그런지 배도 빵빵한 기분이고 몸무게도 늘어가는 기분입니다.,d11,대변 을 못 하다 그렇다 배다 빵빵 한 기분 이고 몸무게 도 늘다 기분 이다
735,요즈음엔 근육이 파르르 떨리는 잔 떨림도 허벅지나 눈썹에서 느껴지기도 합니다.,d11,요즈음 엔 근육 이 파르르 떨리다 잔 떨리다 허벅지 나 눈썹 에서 느껴지다 기도 하다
836,타기 전에도 배가아프고 속이 더부룩했지만 그래도 탔습니다.,d11,타다 전 에도 배 가 아프다 속이다 더부룩하다 그래도 타다
211,그리고 배가 고프지는 않지만 시시때때로 꾸르륵하며 소리를 냅니다.,d11,그리고 배 가 고프다 않다 시시 때때로 꾸르륵 하다 소리 를 내다
575,꾸르륵거리면서요.,d11,꾸르륵 거리 면서 요
102,"20일 아침에 눈을 떴을때는 배가 금방이라도 터질것처럼 빵빵한 느낌이였고,가스가 가득차서 주체할수 없는 느낌이였습니다.",d11,20일 아침 에 눈 을 뜨다 때 는 배 가 금방 이라도 터지다 빵빵 한 느끼다 가스 가 가득 차서 주체 하다 없다 느끼다
273,몇시간씩 잠깐 나타나면 그게 다음날 음식을 먹으면 먹고난 몇시간 뒤에 또 두통이 와요 그러고 가만히 있으면 사라지고 그러다 먹으면 또 있고 지금 학교 과제로 많이 바쁘기도하고 할 일이 많아 마음이 불안한건 사실이에요 가끔씩 음식을 잘 못먹으면 가운데 명치가 꼬이듯이 너무 아프더라구요.,d11,몇 시간 씩 잠깐 나타나다 그게 다음 날 음식 을 먹다 먹다 몇 시간 뒤 에 또 두통 이 오다 그렇다 가만히 있다 사라지다 그렇다 먹다 또 있다 지금 학교 과제 로 많이 바쁘다 기도 하고 하다 일이 많다 마음 이 불안하다 사실 이에요   가끔 씩 음식 을 자다 못 먹다 가운데 명치 가 꼬이다 너무 아프다
